0.0001546,0.0001720
0.000236,0.0001860
0.0003337,0.0001970
0.0004476,0.0002490
0.0005778,0.0004470
0.0007406,0.0009880
0.000944,0.0021900
0.0011882,0.0043400
0.0015137,0.0076900
0.0019206,0.0123000
0.0025309,0.0181000
0.0033447,0.0244000
0.0045654,0.0312000
0.006193,0.0382000
0.0090143,0.0452000
,0.0522000
,0.0592000
,0.0663000
,0.0733000
,0.0803000
,0.0873000
,0.0943000
,0.1012573
,0.1082127
,0.1151406
,0.1220453
,0.1289416
,0.1358305
,0.1427069
,0.1495737
,0.1564347
,0.1632886
,0.1701330
,0.1769673
,0.1837858
,0.1905759
,0.1973374
,0.2040869
,0.2108307
,0.2175629
,0.2242858
,0.2309990
,0.2376951
,0.2443707
,0.2510241
,0.2576542
,0.2642606
,0.2708395
,0.2773965
,0.2839413
,0.2904712
,0.2969878
,0.3034955
,0.3099873
,0.3164605
,0.3229150
,0.3293375
,0.3357255
,0.3420848
,0.3484126
,0.3547145
,0.3610048
,0.3672857
,0.3735515
,0.3798001
,0.3860298
,0.3922384
,0.3984247
,0.4045852
,0.4107133
,0.4168064
,0.4228625
,0.4288778
,0.4348614
,0.4408302
,0.4467853
,0.4527188
,0.4586283
,0.4645083
,0.4703546
,0.4761722
,0.4819624
,0.4877236
,0.4934552
,0.4991525
,0.5048108
,0.5104344
,0.5160334
,0.5216107
,0.5271664
,0.5327030
,0.5382146
,0.5436950
,0.5491405
,0.5545498
,0.5599279
,0.5652735
,0.5705770
,0.5758392
,0.5810598
,0.5862354
,0.5913761
,0.5964900
,0.6015766
,0.6066350
,0.6116635
,0.6166622
,0.6216294
,0.6265605
,0.6314552
,0.6363147
,0.6411408
,0.6459267
,0.6506625
,0.6553525
,0.6599990
,0.6645992
,0.6691599
,0.6736895
,0.6781950
,0.6826757
,0.6871248
,0.6915436
,0.6959319
,0.7002799
,0.7045822
,0.7088423
,0.7130619
,0.7172388
,0.7213713
,0.7254618
,0.7295090
,0.7335056
,0.7374495
,0.7413453
,0.7451965
,0.7490113
,0.7527986
,0.7565561
,0.7602773
,0.7639619
,0.7676058
,0.7712019
,0.7747535
,0.7782616
,0.7817225
,0.7851399
,0.7885162
,0.7918499
,0.7951426
,0.7983919
,0.8015969
,0.8047600
,0.8078759
,0.8109414
,0.8139585
,0.8169243
,0.8198354
,0.8227010
,0.8255326
,0.8283291
,0.8310852
,0.8338014
,0.8364770
,0.8391060
,0.8416886
,0.8442286
,0.8467245
,0.8491729
,0.8515739
,0.8539318
,0.8562469
,0.8585163
,0.8607396
,0.8629172
,0.8650438
,0.8671201
,0.8691508
,0.8711346
,0.8730733
,0.8749703
,0.8768176
,0.8786132
,0.8803598
,0.8820544
,0.8837016
,0.8853071
,0.8868672
,0.8883802
,0.8898479
,0.8912686
,0.8926371
,0.8939528
,0.8952160
,0.8964244
,0.8975802
,0.8986869
,0.8997454
,0.9007601
,0.9017377
,0.9026752
,0.9035674
,0.9044134
,0.9052081
,0.9059495
,0.9066446
,0.9072943
,0.9078997
,0.9084612
,0.9089742
,0.9094439
,0.9098683
,0.9102426
,0.9105719
,0.9108531
,0.9110789
,0.9112543
,0.9113815
,0.9114577
,0.9114858
,0.9114679
,0.9114053
,0.9112992
,0.9111436
,0.9109339
,0.9106762
,0.9103726
,0.9100233
,0.9096334
,0.9092000
,0.9087176
,0.9081883
,0.9076114
,0.9069836
,0.9063065
,0.9055822
,0.9048097
,0.9039906
,0.9031295
,0.9022321
,0.9012955
,0.9003150
,0.8992915
,0.8982252
,0.8971111
,0.8959463
,0.8947287
,0.8934576
,0.8921352
,0.8907656
,0.8893505
,0.8878874
,0.8863780
,0.8848261
,0.8832304
,0.8815895
,0.8799039
,0.8781696
,0.8763841
,0.8745499
,0.8726705
,0.8707486
,0.8687851
,0.8667819
,0.8647384
,0.8626497
,0.8605181
,0.8583455
,0.8561307
,0.8538755
,0.8515778
,0.8492315
,0.8468386
,0.8443977
,0.8419060
,0.8393683
,0.8367880
,0.8341674
,0.8315128
,0.8288289
,0.8261126
,0.8233679
,0.8205953
,0.8177785
,0.8149121
,0.8120002
,0.8090398
,0.8060344
,0.8029862
,0.7998933
,0.7967570
,0.7935792
,0.7903606
,0.7871018
,0.7838064
,0.7804775
,0.7771064
,0.7736900
,0.7702342
,0.7667407
,0.7632113
,0.7596484
,0.7560558
,0.7524343
,0.7487850
,0.7451080
,0.7413979
,0.7376502
,0.7338576
,0.7300130
,0.7261219
,0.7221891
,0.7182167
,0.7142135
,0.7101768
,0.7061023
,0.7019911
,0.6978443
,0.6936660
,0.6894538
,0.6852085
,0.6809392
,0.6766456
,0.6723247
,0.6679801
,0.6636122
,0.6592104
,0.6547639
,0.6502767
,0.6457561
,0.6411976
,0.6366001
,0.6319724
,0.6273200
,0.6226382
,0.6179242
,0.6131842
,0.6084194
,0.6036317
,0.5988240
,0.5939928
,0.5891420
,0.5842754
,0.5793747
,0.5744309
,0.5694506
,0.5644287
,0.5593650
,0.5542758
,0.5491669
,0.5440326
,0.5388721
,0.5336869
,0.5284787
,0.5232542
,0.5180216
,0.5127848
,0.5075365
,0.5022638
,0.4969581
,0.4916203
,0.4862500
,0.4808460
,0.4754160
,0.4699696
,0.4645042
,0.4590157
,0.4535097
,0.4479867
,0.4424403
,0.4368770
,0.4313060
,0.4257229
,0.4201189
,0.4144927
,0.4088413
,0.4031622
,0.3974613
,0.3917402
,0.3859962
,0.3802349
,0.3744662
,0.3686924
,0.3629076
,0.3571138
,0.3513123
,0.3454902
,0.3396396
,0.3337668
,0.3278812
,0.3219846
,0.3160774
,0.3101655
,0.3042423
,0.2982996
,0.2923456
,0.2863851
,0.2804168
,0.2744460
,0.2684689
,0.2624755
